State,city,restaurant_name,Location,cuisine_type,Dish Name,cost,rating,rating_count,order_id,latitude,longitude,distance_km,traffic_level,food_preparation_time,delivery_time,total_time,expected_time,delivery_delay,delay_category,order_hour,time_of_day,peak_hour_flag,day_of_the_week,sentiment_score,sentiment
Karnataka,Bengaluru,Polar Bear,Whitefield,Recommended,Naturally Jaggery Almond Fusion sundae,251.0,4.9,12,1009403,12.92523,77.743674,6.67,High,34,40,74,65,9,Slightly Delayed,17,Evening,0,Weekday,0.9750000000000001,Positive
Sikkim,Gangtok,Burger King,Gangtok,Exclusive Deals (Save Upto 40%),Crispy Veg+Veggie Strips.,129.0,5.0,3,1009404,12.891784,77.609504,7.8,Jam,40,60,100,75,25,Heavily Delayed,10,Morning,0,Weekday,1.0,Positive
Jharkhand,Ranchi,The Good Bowl,Kokar,Beverages,Skimmed Mint Buttermilk,50.0,4.6,7,1009405,12.951793,77.604529,1.39,Medium,32,15,47,42,5,On Time,18,Evening,0,Weekday,0.8999999999999999,Positive
Bihar,Patna,Veer Ji Malai Chaap Wale,Hajipur,Main Course (North Indian),Lemon Kadhai Paneer,319.0,4.3,1,1009406,12.908068,77.535652,6.62,Medium,32,34,66,62,4,On Time,15,Afternoon,0,Weekday,0.825,Positive
Karnataka,Bengaluru,Kanti Sweets,"Sanjay Nagar, New BEL Road",Namkeen,Salt Potato Fries,114.29,4.5,1,1009407,12.9837,77.749135,3.34,Medium,42,17,59,60,-1,On Time,21,Night,1,Weekday,0.875,Positive
Maharashtra,Mumbai,Oven Story Pizza,Nerul,Super Saver Deals,Paneer & Onion Pizza Meal,349.0,4.6,11,1009408,12.899707,77.532269,4.87,Medium,43,20,63,66,-3,On Time,21,Night,1,Weekend,0.8999999999999999,Positive
Assam,Guwahati,Pizza Hut,Hatigaon,Garlic Bread,Exotica Veggie Garlic Bread,159.0,3.9,23,1009409,12.977101,77.58587,4.53,High,18,27,45,40,5,On Time,11,Afternoon,0,Weekday,0.725,Neutral
Uttar Pradesh,Lucknow,Kfc,Crown Mall,Burgers,Chicken Zinger Burger - Classic with Cheese,234.0,5.0,6,1009410,12.889345,77.45088,1.64,High,28,15,43,39,4,On Time,18,Evening,0,Weekday,1.0,Positive
Karnataka,Bengaluru,Wendy'S Burgers,WHITEFIELD,Cheeseblast Burgers,Cheese Blast Spicy Paneer Delight Burger,289.0,3.8,14,1009411,13.017744,77.55477,7.45,High,42,42,84,76,8,Slightly Delayed,21,Night,1,Weekday,0.7,Neutral
Meghalaya,Shillong,Mithaas,MES,North Indian,Mixed Veg,350.0,4.7,10,1009412,13.038484,77.471432,8.32,Medium,41,38,79,78,1,On Time,23,Night,0,Weekend,0.925,Positive
West Bengal,Kolkata,Chandimata Mistanna Bhander,Behala,Desserts,Chocolate Sandesh 1 Pc ,14.0,4.9,5,1009413,12.877599,77.673147,8.99,Medium,21,40,61,61,0,On Time,9,Morning,0,Weekend,0.9750000000000001,Positive
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Paratha Tandoor Se With Raita,Aloo Achari Paratha,71.5,4.2,7,1009414,12.966951,77.618304,7.47,Medium,23,35,58,57,1,On Time,8,Morning,0,Weekday,0.8,Positive
Punjab,Chandigarh,Urban Pinds Food Factory,Sector 68,Soups,Cream of Tomato Soup,289.0,3.4,126,1009415,12.867718,77.621652,13.17,High,22,78,100,78,22,Heavily Delayed,15,Afternoon,0,Weekend,0.6,Neutral
West Bengal,Kolkata,Mio Amore - The Cake Shop,Barasat,Celebration Cakes,Almond Honey Cake (600 gms),430.0,4.8,7,1009416,12.999546,77.535953,1.53,Medium,19,10,29,29,0,On Time,18,Evening,0,Weekday,0.95,Positive
Rajasthan,Jaipur,Sodhani Sweets And Namkeen,Gopalpura,Desserts,Rasmalai,228.57,4.7,20,1009417,12.916101,77.694469,9.59,High,42,56,98,84,14,Slightly Delayed,10,Morning,0,Weekend,0.925,Positive
Karnataka,Bengaluru,Lo! - Low Carb And Keto Foods,Electronic City,Keto Stuffed Parathas,Paneer & Gobi Parathas Combo - Keto,239.0,4.8,54,1009418,12.981906,77.450981,13.13,High,37,72,109,93,16,Heavily Delayed,22,Night,0,Weekday,0.95,Positive
Gujarat,Ahmedabad,Vadilal Ice Creams,Prahlad Nagar,Recommended,Cookies N Cream Badabite (75 Ml),42.37,5.0,4,1009419,12.979365,77.55008,1.57,High,30,15,45,41,4,On Time,23,Night,0,Weekday,1.0,Positive
West Bengal,Kolkata,Wow! Chicken By Wow! Momo,Diamond Harbour Road,Everyday Wow! Day,6 pcs Fried Wings + 4 Pcs Peri Peri Strips,559.0,4.1,4,1009420,13.081089,77.647849,7.95,High,30,45,75,66,9,Slightly Delayed,16,Evening,0,Weekday,0.7749999999999999,Positive
Odisha,Bhubaneswar,Wow! Momo,CDA Sector 6,Chilli Momo,Chicken Himalayan Chilli Momo,219.0,4.1,8,1009421,12.987271,77.722377,9.25,Medium,38,40,78,79,-1,On Time,19,Evening,1,Weekday,0.7749999999999999,Positive
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,maruti layout,Cheesy Pizza Mania Box,Cheesy Mania Peri Peri Paneer Pizza Box,239.0,4.0,1,1009422,12.99575,77.520385,3.67,Medium,41,24,65,60,5,On Time,15,Afternoon,0,Weekday,0.75,Positive
Chhattisgarh,Raipur,Barbeque Nation,Labhandih,Value Meals - Newly Launched,Egg Curry Mini Meal - Serves 1,219.0,4.7,6,1009423,12.950413,77.61233,4.54,Medium,24,22,46,46,0,On Time,19,Evening,1,Weekend,0.925,Positive
Delhi,New Delhi,Bikanervala,Rohini,Beverages,Kesar Pista Badam Milk,95.0,3.7,104,1009424,13.08727,77.611397,12.0,High,31,68,99,82,17,Heavily Delayed,21,Night,1,Weekday,0.675,Neutral
Uttar Pradesh,Lucknow,Kfc,Aashiana,Boneless Chicken Popcorn,Chicken Popcorn - Medium,199.0,4.3,294,1009425,13.044296,77.712252,8.94,Medium,34,36,70,73,-3,On Time,15,Afternoon,0,Weekend,0.825,Positive
Chhattisgarh,Raipur,Mp'S Kitchen,Purena,Main Course,Mix Veg,339.0,4.6,7,1009426,12.921351,77.465155,5.42,Medium,27,26,53,53,0,On Time,13,Afternoon,1,Weekend,0.8999999999999999,Positive
Karnataka,Bengaluru,Cheesecakes By Cakezone,Yelahanka Sector B,Brownie,Red Velvet Brownie - 1Pc,159.0,4.0,2,1009427,13.061052,77.577343,11.71,Medium,24,49,73,74,-1,On Time,20,Night,1,Weekday,0.75,Positive
Maharashtra,Mumbai,Pizza Hut,Nerul,Recommended,Veggie Supreme,379.0,4.3,117,1009428,12.958099,77.50474,11.45,Jam,25,93,118,74,44,Heavily Delayed,10,Morning,0,Weekday,0.825,Positive
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,Whitefield,Pepperoni Pizza - Chef'S Special,Chicken Pepperoni Pizza,379.0,4.2,85,1009429,13.057167,77.45646,5.84,Medium,22,26,48,49,-1,On Time,14,Afternoon,1,Weekend,0.8,Positive
Jharkhand,Ranchi,Kaveri'S,Ashok Nagar,Chaat,Boiled Aloo Chaat,156.0,5.0,1,1009430,13.055722,77.494109,7.84,High,35,44,79,70,9,Slightly Delayed,23,Night,0,Weekday,1.0,Positive
Jammu and Kashmir,Srinagar,Cafe Coffee Day,Sonwar,"Coffee Powders, Cookies N More",Double Choco Chip Cookies Twin Pack (150gm each),381.0,5.0,5,1009431,12.897218,77.742941,10.3,Jam,19,83,102,64,38,Heavily Delayed,19,Evening,1,Weekday,1.0,Positive
Tamil Nadu,Chennai,Itc Master Chef Creations,Pallavaram,All Day Snacks,Classic Aloo Tikki Chole Chaat,297.0,4.6,16,1009432,13.025285,77.514455,5.81,High,12,32,44,39,5,On Time,20,Night,1,Weekday,0.8999999999999999,Positive
Tripura,Agartala,Domino'S Pizza,Dom_Only_Agartala,Cheese Volcano,Cheese Volcano Chicken Delight,379.0,3.9,5,1009433,12.922661,77.730509,9.81,Medium,19,43,62,62,0,On Time,11,Afternoon,0,Weekend,0.725,Neutral
Haryana,Gurgaon,Baskin Robbins - Ice Cream Desserts,New Palam Vihar,Classic & Nuts Ice Creams,Cookies 'N Cream Ice Cream,157.0,4.9,1,1009434,12.924373,77.511576,4.52,High,35,26,61,57,4,On Time,8,Morning,0,Weekday,0.9750000000000001,Positive
Karnataka,Bengaluru,Kfc,Rajarajeshwari Nagar,Burgers,Zinger Pro Burger,249.0,5.0,19,1009435,12.924087,77.729389,5.09,High,26,31,57,50,7,Slightly Delayed,9,Morning,0,Weekday,1.0,Positive
Manipur,Imphal,Kfc,Chingamikha,Recommended,Korean Tangy Chicken Roll,139.0,4.5,15,1009436,13.031392,77.646386,5.35,Medium,14,25,39,39,0,On Time,8,Morning,0,Weekday,0.875,Positive
Karnataka,Bengaluru,Wendy'S Burgers,WHITEFIELD,Recommended,Chimichurri Chicken Burger,229.0,4.0,44,1009437,12.907457,77.483966,14.1,High,25,80,105,84,21,Heavily Delayed,23,Night,0,Weekday,0.75,Positive
Madhya Pradesh,Indore,Theobroma,Scheme No 74,Brownies,Assorted Eggless Brownies Box [12 Pieces],1095.0,5.0,3,1009438,12.850226,77.624575,12.67,Jam,31,100,131,85,46,Heavily Delayed,8,Morning,0,Weekend,1.0,Positive
Uttarakhand,Dehradun,Keventers Waffles & Ice Cream,"Mall Of Dehradun, Haridwar Road",Hand Scooped 750 Ml Family Pack (Serve 6-8),Blueberry Cheesecake Ice Cream [750 ml Hand Scooped Family Pack],489.0,4.4,1,1009439,13.028809,77.545554,8.91,Medium,12,37,49,51,-2,On Time,8,Morning,0,Weekend,0.8500000000000001,Positive
Goa,Panaji,Kfc,Mapusa,Sides And Dips,Peri Peri Chicken Strips - 3 pc,179.0,4.2,161,1009440,12.892796,77.564946,8.89,High,16,48,64,55,9,Slightly Delayed,16,Evening,0,Weekend,0.8,Positive
West Bengal,Kolkata,Wow! Momo,DumDum,Burger Momo [Moburg],Corn Cheese Moburg,169.0,4.4,17,1009441,12.876121,77.582051,1.79,Low,30,10,40,41,-1,On Time,17,Evening,0,Weekday,0.8500000000000001,Positive
Madhya Pradesh,Indore,Pizza Hut,Bypass North,Appetizer,Veg Mayonnaise Dip,28.57,3.5,21,1009442,12.909379,77.576812,10.09,High,34,55,89,78,11,Slightly Delayed,9,Morning,0,Weekday,0.625,Neutral
Meghalaya,Shillong,Dragonwok Restaurant,Police Bazar,Wok Fried Chow,Pork Fried Chow,190.0,4.5,191,1009443,12.944975,77.649233,5.59,Medium,20,29,49,46,3,On Time,21,Night,1,Weekday,0.875,Positive
West Bengal,Kolkata,Ganguram,Rajarhat,Gift Box,Mango Sandesh(500gms),470.0,5.0,5,1009444,12.968977,77.68051,9.57,High,16,52,68,58,10,Slightly Delayed,20,Night,1,Weekend,1.0,Positive
Rajasthan,Jaipur,Burger Farm,Jagatpura,Cheese Burst Burger Meals,Farm Double Cheese Burst Meal,383.2,4.2,1,1009445,12.861143,77.548753,12.76,Medium,31,54,85,85,0,On Time,15,Afternoon,0,Weekday,0.8,Positive
Delhi,New Delhi,Kfc,Rohini,Burgers,Veg Zinger Burger with Cheese,223.81,4.3,22,1009446,13.092643,77.727309,1.64,Low,21,11,32,32,0,On Time,13,Afternoon,1,Weekday,0.825,Positive
Tripura,Agartala,Radhe Bol,Motor Stand,Chat,Thali Special,285.0,3.9,17,1009447,13.029016,77.73154,9.5,Medium,19,47,66,61,5,On Time,21,Night,1,Weekend,0.725,Neutral
Tamil Nadu,Chennai,Hot Breads,Medavakkam,Pastries,Pineapple Pastry,82.0,4.6,130,1009448,12.930799,77.462207,8.9,High,28,50,78,67,11,Slightly Delayed,19,Evening,1,Weekday,0.8999999999999999,Positive
Punjab,Chandigarh,Burger King,Sector 35,Kings Collection ( Premium Burgers ),Hot 'N' Cheesy Burger.,299.0,4.4,386,1009449,12.929674,77.454473,3.89,Low,25,19,44,45,-1,On Time,18,Evening,0,Weekday,0.8500000000000001,Positive
Tamil Nadu,Chennai,Mcdonald'S,Anna Nagar,Mcsaver Combos (2 Pc Meals),Mexican McAloo Tikki Burger + Fries (R),120.0,4.4,34,1009450,12.962136,77.57752,10.05,Jam,13,79,92,57,35,Heavily Delayed,9,Morning,0,Weekday,0.8500000000000001,Positive
Uttarakhand,Dehradun,Oye Hoye Paratha,Nalapani Chowk,Authentic Recipes,Punjabi Kadhi Pakora With Rice [500 ml],148.0,5.0,3,1009451,13.006561,77.627194,8.77,High,15,51,66,54,12,Slightly Delayed,15,Afternoon,0,Weekday,1.0,Positive
Tamil Nadu,Chennai,Sweet Truth - Cake And Desserts,Poonamallee,Dessert Jars,Hazelnut Cheesecake Jar,179.0,4.2,10,1009452,12.886593,77.533371,11.74,Medium,15,49,64,65,-1,On Time,11,Afternoon,0,Weekday,0.8,Positive
Assam,Guwahati,Burger King,Christian Basti,Exclusive Deals (Save Upto 40%),BK Veg Pizza Puff+Coke.,160.0,4.6,2,1009453,12.897232,77.527824,2.55,Medium,27,16,43,41,2,On Time,23,Night,0,Weekday,0.8999999999999999,Positive
Nagaland,Kohima,Shabal Restaurant,Old NST,Fried Rice,Chicken Chilli Fried Rice,200.0,4.1,7,1009454,13.064859,77.6535,7.21,Medium,44,32,76,77,-1,On Time,20,Night,1,Weekend,0.7749999999999999,Positive
Maharashtra,Mumbai,Freshmenu,Waghbil,Gourmet Sandwiches,Caesar Chicken Subwich - High Protein,269.0,4.2,40,1009455,12.914064,77.630511,14.97,High,36,83,119,99,20,Heavily Delayed,14,Afternoon,1,Weekday,0.8,Positive
Telangana,Hyderabad,The Airawat Kitchen,Miyapur,Hot Drinks,Tea,45.0,3.8,19,1009456,12.945049,77.500144,10.65,Jam,12,86,98,58,40,Heavily Delayed,23,Night,0,Weekend,0.7,Neutral
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,Whitefield,Royal 4In1 Pizza,Royal 4in1 Non Veg Pizza,1199.0,3.0,5,1009457,13.067818,77.71535,10.58,Medium,15,66,81,61,20,Heavily Delayed,15,Afternoon,0,Weekday,0.5,Neutral
Gujarat,Ahmedabad,Makhani Darbar,Vejalpur,Recommended,Chicken Kheema,219.0,4.5,8,1009458,13.015787,77.653993,5.45,High,38,33,71,64,7,Slightly Delayed,23,Night,0,Weekday,0.875,Positive
Karnataka,Bengaluru,Daily Kitchen - Everyday Homely Meals,RR Nagar,Veg Homely - Feast Thali,Homestyle Rajma - Feast Thali,229.0,3.6,4,1009459,12.935428,77.558773,2.31,High,37,15,52,51,1,On Time,13,Afternoon,1,Weekday,0.65,Neutral
Karnataka,Bengaluru,Kfc,Jalahalli-Peenya,Sides And Dips,Peri Peri Chicken Strips - 3 pc,179.0,3.8,124,1009460,13.020925,77.655087,14.29,Medium,37,62,99,97,2,On Time,22,Night,0,Weekend,0.7,Neutral
Telangana,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,Miyapur,Breakfast,Ghee Idly (4 Pieces),105.0,3.2,6,1009461,12.854921,77.483796,2.48,Medium,35,26,61,49,12,Slightly Delayed,19,Evening,1,Weekend,0.55,Neutral
Tamil Nadu,Chennai,House Of Idlies,Thyagaraya Nagar,Breakfast Combos,Upma Kozhakkattai Podi Idli Combo,89.0,4.3,4,1009462,13.033911,77.590477,14.9,Jam,29,121,150,92,58,Heavily Delayed,22,Night,0,Weekday,0.825,Positive
Meghalaya,Shillong,Hotel Heiga,Dhankheti,Recommended,Chilli Paneer Dry,422.0,4.6,9,1009463,12.971754,77.500695,2.76,Medium,25,17,42,40,2,On Time,18,Evening,0,Weekday,0.8999999999999999,Positive
Meghalaya,Shillong,Southern Taste,Fire Brigade,Dosa Plain,Onion Plain,195.0,4.6,39,1009464,13.053296,77.462429,3.39,Medium,33,19,52,51,1,On Time,15,Afternoon,0,Weekday,0.8999999999999999,Positive
Jharkhand,Ranchi,Brijwasi Pure Veg,Mesra,Recommended,Garlic Naan,43.0,4.1,2,1009465,13.088659,77.551498,5.32,Medium,22,26,48,47,1,On Time,16,Evening,0,Weekday,0.7749999999999999,Positive
Uttarakhand,Dehradun,Baskin Robbins - Ice Cream Desserts,Karanpur,Chocolate Ice Creams,Three Cheers Chocolate Ice Cream,75.0,4.5,93,1009466,13.081447,77.495221,8.17,High,41,45,86,77,9,Slightly Delayed,10,Morning,0,Weekday,0.875,Positive
Kerala,Kochi,Burger King,MG Road,Recommended,Crispy Chicken Double Patty Burger,139.0,4.7,0,1009467,13.077316,77.640055,12.07,High,17,65,82,69,13,Slightly Delayed,10,Morning,0,Weekend,0.925,Positive
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Maa Ki Rasoi Special,Paneer Badshahi,171.5,4.4,13,1009468,12.978042,77.65222,14.59,High,20,79,99,81,18,Heavily Delayed,9,Morning,0,Weekday,0.8500000000000001,Positive
Kerala,Kochi,Lunchbox - Meals And Thalis,Edappally,Breads And Accompaniments,Kulcha Tub (2 pcs),79.0,4.3,42,1009469,12.940036,77.494608,6.02,High,22,34,56,50,6,Slightly Delayed,9,Morning,0,Weekday,0.825,Positive
Chhattisgarh,Raipur,Moti Mahal,Vishal Nagar,Mini Meals,Chole Bhature          ,242.0,3.9,18,1009470,12.966259,77.457384,1.29,Low,38,10,48,48,0,On Time,15,Afternoon,0,Weekday,0.725,Neutral
Bihar,Patna,Baskin Robbins - Ice Cream Desserts,Kurji,Accompaniments,Choco Lava Cake,105.0,4.3,10,1009471,13.022474,77.687843,9.63,High,38,53,91,80,11,Slightly Delayed,22,Night,0,Weekday,0.825,Positive
West Bengal,Kolkata,"Faasos - Wraps, Rolls & Shawarma",Thakurpukur,Burger Wraps - The No Mess Express,Chimichurri Chicken Salad Burger Wrap,269.0,5.0,3,1009472,13.070999,77.450617,10.95,High,43,61,104,90,14,Slightly Delayed,18,Evening,0,Weekend,1.0,Positive
Karnataka,Bengaluru,Mcdonald'S,Bannerghatta Road,Burger Combos ( 3 Pc Meals ),Masala McEgg Burger Combo,231.0,5.0,3,1009473,12.901747,77.553174,6.56,Medium,28,30,58,58,0,On Time,16,Evening,0,Weekend,1.0,Positive
Odisha,Bhubaneswar,Giani,Khandagiri,Special Flavour Ice Creams,Choco Chips Ice Cream,105.0,2.4,59,1009474,13.079548,77.598375,3.57,Medium,25,29,54,43,11,Slightly Delayed,8,Morning,0,Weekday,0.35,Negative
Delhi,New Delhi,Bakingo,Sector 37,Gourmet Cakes,Nutella Hazelnut Cake (500 gm),649.0,4.9,11,1009475,13.053795,77.695593,5.28,Low,40,21,61,65,-4,On Time,17,Evening,0,Weekday,0.9750000000000001,Positive
Madhya Pradesh,Indore,Kfc,South Tukoganj,Recommended,Korean & Thai Roll Chicken Meal,569.0,4.5,2,1009476,13.094714,77.701568,10.18,High,36,60,96,80,16,Heavily Delayed,23,Night,0,Weekday,0.875,Positive
Punjab,Chandigarh,Kfc,Aerocity,Epic Value Meals For 1-2 (Up To Rs 22% Off),4 Pc Hot & Crispy Pepsi Bottle Combo,519.0,4.2,1,1009477,13.070063,77.667482,7.92,Medium,23,40,63,58,5,On Time,13,Afternoon,1,Weekend,0.8,Positive
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Sev Ki Sabji,Sev Masala,122.5,3.3,8,1009478,12.919984,77.524159,11.41,High,38,80,118,87,31,Heavily Delayed,16,Evening,0,Weekday,0.575,Neutral
Kerala,Kochi,Mcdonald'S,Edappally,Burger Combos ( 3 Pc Meals ),Veg Maharaja Mac Burger Combo,399.0,4.9,26,1009479,12.876489,77.666056,4.05,Low,32,14,46,52,-6,Early,18,Evening,0,Weekday,0.9750000000000001,Positive
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Tawa Roti & Tandoori Roti & Naan,Laccha Paratha,26.0,4.1,37,1009480,12.87806,77.523962,12.79,High,37,67,104,91,13,Slightly Delayed,18,Evening,0,Weekend,0.7749999999999999,Positive
Tripura,Agartala,Shyamasree Restaurant,Battala,Meals,Full Biriyani Half Mutton,250.0,4.3,378,1009481,12.922806,77.514382,3.18,Medium,19,17,36,36,0,On Time,12,Afternoon,0,Weekday,0.825,Positive
Karnataka,Bengaluru,The Good Bowl,Navaratan Gardens,Recommended,Creamy Chicken Tikka Rice Bowl,359.0,4.8,14,1009482,13.003546,77.614138,5.62,Low,35,23,58,61,-3,On Time,20,Night,1,Weekday,0.95,Positive
Madhya Pradesh,Indore,Kfc,South Tukoganj,Burgers,Zinger Pro Burger & Chicken Meal,409.0,4.9,3,1009483,13.05108,77.653656,9.28,Medium,32,40,72,73,-1,On Time,18,Evening,0,Weekday,0.9750000000000001,Positive
Kerala,Kochi,Le Meridien - Latest Recipe,Maradu,Dessert,Baked Cheese Cake Slice,195.0,2.6,4,1009484,13.074813,77.465916,11.32,Jam,27,96,123,76,47,Heavily Delayed,10,Morning,0,Weekday,0.4,Negative
Delhi,New Delhi,Subway,Sector 62,Recommended,Aloo Patty Sandwich,249.0,4.7,161,1009485,13.005938,77.468007,4.73,Low,13,18,31,36,-5,On Time,9,Morning,0,Weekday,0.925,Positive
Uttar Pradesh,Lucknow,Kfc,Gomti Nagar,Burgers,Chicken Zinger Burger - Classic,209.0,4.2,753,1009486,12.851408,77.685251,14.27,High,20,77,97,80,17,Heavily Delayed,22,Night,0,Weekday,0.8,Positive
Maharashtra,Mumbai,Veg Sizzel'S,Vasant Vihar,Tandoori Snacks,Paneer Tikka,370.0,5.0,43,1009487,12.896579,77.707849,10.89,High,22,60,82,69,13,Slightly Delayed,19,Evening,1,Weekday,1.0,Positive
Rajasthan,Jaipur,Veg Meals By Lunchbox,Sanganer,Chapati Lunchbox,Dal Makhani & Chapati Lunchbox,199.0,2.9,5,1009488,12.874932,77.631332,4.05,Low,34,31,65,54,11,Slightly Delayed,20,Night,1,Weekday,0.475,Negative
Maharashtra,Mumbai,Mcdonald'S Gourmet Burger Collection,Thane West,Burgers & Wraps,McSpicy Chicken Burger,228.57,5.0,17,1009489,12.940831,77.578648,11.16,High,16,63,79,64,15,Slightly Delayed,8,Morning,0,Weekday,1.0,Positive
Rajasthan,Jaipur,Cheesecake & Co.,Sindhi Camp,Cake,Red Velvet Cake,1100.0,4.7,1,1009490,12.975338,77.703595,10.75,High,39,55,94,85,9,Slightly Delayed,21,Night,1,Weekday,0.925,Positive
Meghalaya,Shillong,Eden Restaurant,Police Bazar,Assorted Platters,Eden Special Non-veg Kebab Platter,852.6,2.9,5,1009491,12.860849,77.668645,11.54,High,15,75,90,65,25,Heavily Delayed,22,Night,0,Weekday,0.475,Negative
Rajasthan,Jaipur,Rominus Pizza And Burger,Jagatpura,Premium Cheesy Mania (100% Dairy Cheese),Premium Cheesy Onion Pineapple,199.0,4.1,1,1009492,12.937119,77.623878,13.82,Medium,41,60,101,99,2,On Time,18,Evening,0,Weekday,0.7749999999999999,Positive
Rajasthan,Jaipur,Veg Darbar By Behrouz Biryani,Mansarovar,Veg Specials,Shahi Veg Biryani & Kebab Combo (Serves 1),325.0,3.5,4,1009493,12.894795,77.545927,10.96,High,30,60,90,77,13,Slightly Delayed,22,Night,0,Weekday,0.625,Neutral
Gujarat,Ahmedabad,1944 The Hocco Kitchen,Adalaj,Indian Mains,Subz Tiranga,559.0,5.0,6,1009494,13.011768,77.509399,5.93,Medium,38,27,65,66,-1,On Time,11,Afternoon,0,Weekday,1.0,Positive
Gujarat,Ahmedabad,Burger King,Vastrapur,Value Meals (Save Upto 47%),Original Whopper Chicken Combo (M),358.0,5.0,8,1009495,12.966068,77.575602,12.07,Jam,34,96,130,86,44,Heavily Delayed,19,Evening,1,Weekday,1.0,Positive
Rajasthan,Jaipur,Sodhani Sweets And Namkeen,Gopalpura,Ghee Sweets,Makkhan vada,247.62,4.4,18,1009496,12.973829,77.536047,10.74,High,19,60,79,65,14,Slightly Delayed,20,Night,1,Weekday,0.8500000000000001,Positive
Delhi,New Delhi,Starbucks Coffee,Ghaziabad,Recommended,Paneer Tikka Sandwich,280.0,4.1,1,1009497,12.956923,77.551778,9.04,High,28,50,78,68,10,Slightly Delayed,22,Night,0,Weekday,0.7749999999999999,Positive
Jammu and Kashmir,Srinagar,Kfc,Bemina,Burgers,Spicy Zinger Burger,229.0,4.0,39,1009498,13.089005,77.604689,5.95,Medium,13,32,45,41,4,On Time,23,Night,0,Weekday,0.75,Positive
Delhi,New Delhi,Pikwik Since 1991,Rohini,Pikwik Kathi Rolls,Chicken Tikka Roll,330.0,2.6,12,1009499,12.903684,77.500728,13.89,High,38,91,129,97,32,Heavily Delayed,9,Morning,0,Weekday,0.4,Negative
Goa,Panaji,Pastas By Pizza Hut,Swatantra Path,Appetizers,Spicy Baked Chicken Wings (4 pcs),209.0,3.4,2,1009500,12.979166,77.691853,8.18,Medium,26,46,72,62,10,Slightly Delayed,10,Morning,0,Weekday,0.6,Neutral
Madhya Pradesh,Indore,Pizza Hut,Bypass North,Garlic Bread,Classic Bread Stix,119.0,4.3,549,1009501,13.034004,77.493659,9.79,High,43,56,99,86,13,Slightly Delayed,18,Evening,0,Weekday,0.825,Positive
West Bengal,Kolkata,Behrouz Biryani,Thakurpukur,Recommended,Subz-e-Biryani (Veg Dum Biryani),379.0,4.1,2,1009502,12.989211,77.594298,6.82,High,14,40,54,45,9,Slightly Delayed,22,Night,0,Weekend,0.7749999999999999,Positive
Delhi,New Delhi,The Good Bowl,Navyug Market,Recommended,Paneer Tikka Masala Rice Bowl,389.0,3.2,2,1009503,13.082255,77.673791,11.93,High,15,72,87,66,21,Heavily Delayed,15,Afternoon,0,Weekday,0.55,Neutral
Assam,Guwahati,Lunchbox - Meals And Thalis,Beltola,Rice Lunchbox,Mughlai Egg Curry & Rice Lunchbox,229.0,4.5,64,1009504,12.944492,77.595506,5.77,Medium,44,29,73,71,2,On Time,19,Evening,1,Weekend,0.875,Positive
Madhya Pradesh,Indore,Indian Coffee House,Dewas City,Recommended,Chola Bhatura,185.0,4.3,9,1009505,12.965919,77.558307,12.35,Jam,13,96,109,66,43,Heavily Delayed,9,Morning,0,Weekend,0.825,Positive
Maharashtra,Mumbai,Chinese Wok,Hawares Centurion,Recommended,Black forest Mousse Cake,59.0,3.9,20,1009506,12.872131,77.592467,2.51,High,36,18,54,50,4,On Time,23,Night,0,Weekday,0.725,Neutral
Uttar Pradesh,Lucknow,Neelkanth Sweets,Gomti Nagar,Dry Fruits & Roasted Nuts,Raisin From Afghan ( Kishmish ),550.0,5.0,4,1009507,13.00225,77.704601,10.93,High,10,59,69,57,12,Slightly Delayed,19,Evening,1,Weekend,1.0,Positive
Uttar Pradesh,Lucknow,Mcdonald'S,Phoenix Mall,Menu Starts @125/-,McVeggie Burger+ Small Fries+Small Coke+McPuff,202.0,3.9,29,1009508,12.922053,77.74713,7.68,High,25,45,70,59,11,Slightly Delayed,23,Night,0,Weekend,0.725,Neutral
Karnataka,Bengaluru,Mcdonald'S,Yelahanka,Mcsaver Combos (2 Pc Meals),McVeggie Burger + Veg Pizza McPuff,195.23,4.9,3,1009509,12.890077,77.639343,10.78,High,34,60,94,81,13,Slightly Delayed,21,Night,1,Weekday,0.9750000000000001,Positive
West Bengal,Kolkata,Domino'S Pizza,Barasat,Flavours Of India,Corn n Cheese Paratha Pizza,189.0,4.8,31,1009510,12.986133,77.688033,8.44,Medium,13,36,49,50,-1,On Time,22,Night,0,Weekday,0.95,Positive
Uttar Pradesh,Lucknow,Burger King,Lucknow,Exclusive Deals (Save Upto 40%),"3 Veg Makhani Burst Burger,",240.0,4.6,27,1009511,12.983078,77.454347,2.88,High,20,19,39,36,3,On Time,15,Afternoon,0,Weekday,0.8999999999999999,Positive
