order_id,customer_id,restaurant_id,cost,rating,food_preparation_time,delivery_time,total_time,delivery_delay,distance_km,order_hour,time_of_day,peak_hour_flag,traffic_level,delay_category,day_of_the_week,sentiment,sentiment_score,latitude,longitude
1008709,920,4936,537.0,4.4,30,13,43,-4,3.29,15,Afternoon,0,Low,On Time,Weekend,Positive,0.8500000000000001,13.030895,77.676731
1008710,591,4757,199.0,3.6,18,68,86,29,8.74,17,Evening,0,Jam,Heavily Delayed,Weekday,Neutral,0.65,13.051493,77.694838
1008711,694,4726,198.0,4.4,42,56,98,25,6.82,20,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.8500000000000001,12.922374,77.515911
1008712,40,3804,185.0,4.1,14,74,88,34,8.99,15,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.7749999999999999,13.016031,77.668668
1008713,519,3255,799.05,3.6,29,56,85,12,10.07,21,Night,1,High,Slightly Delayed,Weekday,Neutral,0.65,12.956648,77.556584
1008714,96,3056,359.0,4.7,32,29,61,5,4.91,21,Night,1,High,On Time,Weekday,Positive,0.925,13.07228,77.650053
1008715,844,4767,94.0,4.6,43,77,120,18,13.87,17,Evening,0,High,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.061306,77.486607
1008716,637,1593,160.0,4.6,25,109,134,50,14.1,15,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.981358,77.661676
1008717,480,3998,379.0,4.0,36,18,54,4,2.48,17,Evening,0,High,On Time,Weekend,Positive,0.75,13.022876,77.741632
1008718,534,4114,243.0,4.9,13,44,57,-3,10.84,22,Night,0,Medium,On Time,Weekend,Positive,0.975,13.070837,77.46308
1008719,369,3325,60.0,4.8,24,10,34,0,1.47,13,Afternoon,1,Low,On Time,Weekend,Positive,0.95,12.973929,77.478149
1008720,423,3255,319.0,4.8,29,10,39,-1,1.65,23,Night,0,Low,On Time,Weekend,Positive,0.95,12.928313,77.487091
1008721,53,3856,244.0,4.3,14,109,123,48,14.41,15,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.825,13.038417,77.579169
1008722,414,2807,259.0,4.3,25,58,83,12,10.73,19,Evening,1,High,Slightly Delayed,Weekend,Positive,0.825,12.905017,77.537234
1008723,223,4757,119.0,4.3,43,28,71,2,5.54,23,Night,0,High,On Time,Weekend,Positive,0.825,12.947133,77.692076
1008724,906,4221,155.0,4.4,23,81,104,36,10.38,16,Evening,0,Jam,Heavily Delayed,Weekend,Positive,0.8500000000000001,13.066432,77.592136
1008725,540,4959,214.0,4.8,36,102,138,47,12.84,21,Night,1,Jam,Heavily Delayed,Weekend,Positive,0.95,13.031106,77.595361
1008726,511,4322,65.0,4.1,11,102,113,46,13.19,12,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.7749999999999999,12.950953,77.665111
1008727,440,4969,145.0,4.4,38,10,48,0,1.29,9,Morning,0,Low,On Time,Weekday,Positive,0.8500000000000001,12.903686,77.558591
1008728,179,4729,219.0,4.8,14,65,79,12,12.46,15,Afternoon,0,High,Slightly Delayed,Weekend,Positive,0.95,12.938992,77.555962
1008729,417,3804,424.76,4.3,37,102,139,47,12.94,10,Morning,0,Jam,Heavily Delayed,Weekend,Positive,0.825,12.921026,77.677078
1008730,303,3804,315.23,4.8,11,40,51,-1,9.34,12,Afternoon,0,Medium,On Time,Weekend,Positive,0.95,12.894022,77.684013
1008731,483,4212,251.0,4.9,43,35,78,0,7.72,11,Afternoon,0,Medium,On Time,Weekday,Positive,0.975,13.035833,77.45432
1008732,760,3804,420.0,4.4,12,20,32,6,2.55,20,Night,1,High,Slightly Delayed,Weekend,Positive,0.8500000000000001,12.913017,77.493137
1008733,457,3255,208.57,4.7,31,19,50,-2,4.35,19,Evening,1,Medium,On Time,Weekend,Positive,0.925,12.963542,77.513929
1008734,783,3804,305.0,4.8,35,47,82,12,7.87,20,Night,1,High,Slightly Delayed,Weekday,Positive,0.95,12.946465,77.55548
1008735,382,1271,101.69,4.7,14,71,85,15,13.11,18,Evening,0,High,Slightly Delayed,Weekday,Positive,0.925,13.095519,77.537434
1008736,336,4799,380.0,4.6,13,98,111,46,12.24,16,Evening,0,Jam,Heavily Delayed,Weekend,Positive,0.8999999999999999,12.947773,77.650556
1008737,436,4757,399.0,3.6,42,28,70,-7,7.94,21,Night,1,Low,Early,Weekday,Neutral,0.65,12.869996,77.698441
1008738,972,4844,90.0,4.6,26,62,88,11,12.0,15,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,12.872456,77.507626
1008739,262,4774,58.1,4.3,17,90,107,40,11.72,19,Evening,1,Jam,Heavily Delayed,Weekend,Positive,0.825,12.997688,77.618894
1008740,615,3255,124.76,3.6,22,40,62,0,9.11,12,Afternoon,0,Medium,On Time,Weekday,Neutral,0.65,12.999841,77.560345
1008741,250,4521,279.0,3.7,35,17,52,-3,4.08,19,Evening,1,Medium,On Time,Weekday,Neutral,0.675,12.95469,77.601733
1008742,460,3187,255.0,4.1,44,35,79,8,5.87,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.957961,77.636227
1008743,744,4907,175.0,4.4,36,16,52,-1,3.3,14,Afternoon,1,Low,On Time,Weekday,Positive,0.8500000000000001,12.863483,77.71808
1008744,263,2278,199.0,4.6,43,10,53,1,1.1,21,Night,1,Medium,On Time,Weekday,Positive,0.8999999999999999,12.979137,77.507688
1008745,247,4382,149.0,4.1,39,12,51,-1,2.13,10,Morning,0,Medium,On Time,Weekday,Positive,0.7749999999999999,12.976185,77.476102
1008746,991,4579,120.0,3.7,36,64,100,14,11.63,9,Morning,0,High,Slightly Delayed,Weekday,Neutral,0.675,12.887387,77.638164
1008747,29,1659,849.0,4.5,34,12,46,2,1.47,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.875,12.87596,77.568239
1008748,925,4974,220.0,4.5,38,25,63,-5,6.6,12,Afternoon,0,Low,On Time,Weekday,Positive,0.875,12.880893,77.498871
1008749,42,4431,17.0,4.4,33,79,112,17,14.8,17,Evening,0,High,Heavily Delayed,Weekday,Positive,0.8500000000000001,12.875257,77.485126
1008750,637,3436,95.0,4.6,26,93,119,41,12.13,19,Evening,1,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.002427,77.617673
1008751,115,4467,454.0,4.5,11,63,74,14,11.51,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.875,12.899121,77.540141
1008752,204,4955,82.5,4.9,25,29,54,6,4.85,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.975,12.912858,77.749228
1008753,169,4438,280.0,3.7,12,42,54,-1,9.98,8,Morning,0,Medium,On Time,Weekday,Neutral,0.675,12.893393,77.57177
1008754,290,4233,140.56,4.7,32,40,72,4,7.98,8,Morning,0,Medium,On Time,Weekday,Positive,0.925,13.089459,77.513686
1008755,241,2807,309.0,5.0,16,34,50,-8,9.73,22,Night,0,Low,Early,Weekday,Positive,1.0,13.063654,77.638655
1008756,593,4713,249.0,3.9,33,39,72,7,7.1,8,Morning,0,High,Slightly Delayed,Weekend,Neutral,0.725,12.907624,77.523276
1008757,77,3718,199.0,3.7,17,36,53,-1,8.43,19,Evening,1,Medium,On Time,Weekend,Neutral,0.675,12.931892,77.598226
1008758,440,4614,199.0,4.6,30,82,112,20,14.84,15,Afternoon,0,High,Heavily Delayed,Weekend,Positive,0.8999999999999999,12.902473,77.594773
1008759,112,4566,332.0,4.6,26,29,55,3,5.61,20,Night,1,Medium,On Time,Weekday,Positive,0.8999999999999999,12.972969,77.586067
1008760,41,3056,209.0,4.7,36,26,62,6,4.03,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.925,12.854903,77.688826
1008761,494,4760,79.0,3.9,21,44,65,11,7.28,16,Evening,0,High,Slightly Delayed,Weekday,Neutral,0.725,13.017842,77.514984
1008762,581,3804,2.0,4.5,34,35,69,-2,8.34,20,Night,1,Medium,On Time,Weekday,Positive,0.875,12.98079,77.721292
1008763,124,3351,308.0,3.7,40,13,53,0,2.2,18,Evening,0,Medium,On Time,Weekend,Neutral,0.675,13.07466,77.687402
1008764,784,4968,319.0,4.5,39,65,104,13,12.28,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.875,12.891098,77.549937
1008765,848,4757,259.0,4.7,31,58,89,27,6.91,10,Morning,0,Jam,Heavily Delayed,Weekday,Positive,0.925,13.051027,77.504181
1008766,609,1359,319.0,4.8,24,41,65,10,6.78,15,Afternoon,0,High,Slightly Delayed,Weekend,Positive,0.95,13.04799,77.533861
1008767,501,3255,155.0,4.8,32,55,87,11,10.22,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.95,12.881795,77.549791
1008768,379,3255,119.0,4.3,43,92,135,41,11.83,17,Evening,0,Jam,Heavily Delayed,Weekend,Positive,0.825,12.94964,77.61708
1008769,958,1235,109.0,4.8,44,78,122,16,14.8,10,Morning,0,High,Heavily Delayed,Weekday,Positive,0.95,12.892538,77.46391
1008770,464,3943,450.0,4.3,29,18,47,0,3.43,20,Night,1,Medium,On Time,Weekday,Positive,0.825,12.91368,77.724308
1008771,876,4651,190.0,4.5,38,34,72,7,5.84,18,Evening,0,High,Slightly Delayed,Weekday,Positive,0.875,12.915812,77.479602
1008772,394,1271,360.17,4.4,37,15,52,-3,3.36,19,Evening,1,Low,On Time,Weekday,Positive,0.8500000000000001,12.989059,77.533782
1008773,500,3804,217.0,4.8,18,104,122,48,13.33,15,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.95,12.952853,77.482786
1008774,976,463,440.0,4.8,41,42,83,4,8.68,9,Morning,0,Medium,On Time,Weekend,Positive,0.95,13.086933,77.527002
1008775,395,4641,85.0,4.6,17,72,89,17,12.93,10,Morning,0,High,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.881593,77.701302
1008776,51,3804,273.0,4.2,22,62,84,0,14.79,23,Night,0,Medium,On Time,Weekend,Positive,0.8,13.093423,77.634553
1008777,388,3804,235.23,4.0,43,46,89,8,8.7,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.75,12.90766,77.518197
1008778,166,3804,240.0,4.0,34,10,44,-5,2.65,21,Night,1,Low,On Time,Weekday,Positive,0.75,13.043218,77.711528
1008779,291,2082,529.0,5.0,20,19,39,-9,6.06,23,Night,0,Low,Early,Weekend,Positive,1.0,12.934742,77.690214
1008780,631,3749,1658.0,4.9,33,10,43,0,1.51,18,Evening,0,Low,On Time,Weekday,Positive,0.975,12.88577,77.676095
1008781,690,4959,213.1,5.0,13,70,83,15,12.89,14,Afternoon,1,High,Slightly Delayed,Weekend,Positive,1.0,13.064472,77.70429
1008782,501,4909,425.0,4.4,44,12,56,3,1.25,21,Night,1,Medium,On Time,Weekday,Positive,0.8500000000000001,12.927215,77.635895
1008783,914,4808,219.0,3.3,11,52,63,11,9.29,8,Morning,0,Low,Slightly Delayed,Weekday,Neutral,0.575,13.014714,77.600431
1008784,617,4578,99.0,4.8,39,10,49,-4,2.49,23,Night,0,Low,On Time,Weekday,Positive,0.95,12.991611,77.562181
1008785,341,2082,629.0,4.7,15,10,25,1,1.11,9,Morning,0,Low,On Time,Weekday,Positive,0.925,12.967939,77.517129
1008786,521,3255,139.05,4.3,16,19,35,-3,4.59,18,Evening,0,Medium,On Time,Weekday,Positive,0.825,12.973955,77.617223
1008787,30,2554,35.0,4.2,22,38,60,-1,8.73,16,Evening,0,Medium,On Time,Weekday,Positive,0.8,13.033059,77.716848
1008788,328,4277,180.0,4.2,29,13,42,1,2.05,9,Morning,0,Medium,On Time,Weekend,Positive,0.8,12.871943,77.628195
1008789,185,3255,299.0,4.0,14,33,47,-9,9.61,19,Evening,1,Low,Early,Weekend,Positive,0.75,13.017045,77.725882
1008790,438,2629,95.0,4.7,33,83,116,38,10.41,10,Morning,0,Jam,Heavily Delayed,Weekday,Positive,0.925,13.073953,77.557075
1008791,985,3255,57.14,5.0,43,77,120,16,14.58,16,Evening,0,High,Heavily Delayed,Weekday,Positive,1.0,12.864447,77.658541
1008792,875,3255,529.0,4.6,32,111,143,53,13.59,12,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.885163,77.6446
1008793,484,3943,180.0,2.1,18,65,83,26,8.94,21,Night,1,High,Heavily Delayed,Weekend,Negative,0.275,13.029158,77.65113
1008794,474,75,344.0,4.5,35,98,133,46,12.11,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.875,12.95932,77.643513
1008795,655,4520,100.0,3.5,35,37,72,9,6.09,15,Afternoon,0,High,Slightly Delayed,Weekday,Neutral,0.625,12.950887,77.516496
1008796,198,1659,189.0,4.9,27,42,69,2,9.2,10,Morning,0,Medium,On Time,Weekday,Positive,0.975,12.884242,77.493077
1008797,236,3804,484.76,5.0,26,32,58,2,6.65,9,Morning,0,Medium,On Time,Weekend,Positive,1.0,12.976693,77.743588
1008798,67,3255,243.81,4.4,14,21,35,-6,5.72,13,Afternoon,1,Low,Early,Weekend,Positive,0.8500000000000001,12.881636,77.463589
1008799,792,4714,145.0,4.2,15,87,102,39,11.19,14,Afternoon,1,Jam,Heavily Delayed,Weekday,Positive,0.8,12.969155,77.590321
1008800,356,4987,260.0,4.7,43,24,67,-1,5.15,17,Evening,0,Medium,On Time,Weekday,Positive,0.925,13.040904,77.577524
1008801,597,4988,89.0,3.8,40,36,76,7,6.33,13,Afternoon,1,High,Slightly Delayed,Weekday,Neutral,0.7,12.914566,77.558006
1008802,72,4437,113.33,2.8,29,34,63,6,6.14,16,Evening,0,Medium,Slightly Delayed,Weekend,Negative,0.4499999999999999,12.970197,77.684595
1008803,354,3725,249.0,4.2,21,103,124,47,13.19,17,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.8,13.098004,77.673605
1008804,139,3351,227.0,4.4,20,19,39,1,3.39,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.8500000000000001,13.021663,77.721567
1008805,828,4927,120.0,4.6,39,21,60,-8,6.34,18,Evening,0,Low,Early,Weekend,Positive,0.8999999999999999,13.060339,77.568646
1008806,995,3804,148.0,4.0,23,103,126,46,13.43,15,Afternoon,0,Jam,Heavily Delayed,Weekend,Positive,0.75,12.953712,77.619254
1008807,549,1271,296.61,4.6,30,10,40,1,1.21,16,Evening,0,Low,On Time,Weekday,Positive,0.8999999999999999,13.041965,77.717692
1008808,471,4757,71.43,5.0,32,112,144,52,14.27,22,Night,0,Jam,Heavily Delayed,Weekday,Positive,1.0,12.860127,77.748154
1008809,589,4442,525.0,4.4,14,106,120,49,13.58,13,Afternoon,1,Jam,Heavily Delayed,Weekday,Positive,0.8500000000000001,12.880728,77.740788
1008810,825,1659,209.0,4.7,12,57,69,26,6.85,20,Night,1,Jam,Heavily Delayed,Weekend,Positive,0.925,12.900768,77.665353
1008811,614,3220,299.0,4.2,41,44,85,0,10.14,16,Evening,0,Medium,On Time,Weekday,Positive,0.8,12.950488,77.492968
1008812,95,1271,152.54,4.5,37,62,99,0,14.87,10,Morning,0,Medium,On Time,Weekend,Positive,0.875,13.061436,77.456956
1008813,580,4713,199.0,4.6,13,49,62,10,8.77,18,Evening,0,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,12.936567,77.697566
1008814,931,4286,249.0,3.4,35,27,62,13,2.36,17,Evening,0,Medium,Slightly Delayed,Weekday,Neutral,0.6,13.013655,77.702283
1008815,330,1105,85.0,4.8,40,55,95,0,12.95,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.95,13.027329,77.673908
1008816,313,3415,290.0,5.0,19,15,34,-1,2.88,19,Evening,1,Medium,On Time,Weekend,Positive,1.0,12.996546,77.533977
1008817,607,3056,149.0,4.7,21,19,40,-3,4.6,8,Morning,0,Low,On Time,Weekend,Positive,0.925,12.93931,77.641945
1008818,970,3056,448.0,5.0,26,74,100,18,13.23,8,Morning,0,High,Heavily Delayed,Weekday,Positive,1.0,12.994263,77.544875
1008819,9,3255,109.52,4.4,17,29,46,7,4.58,19,Evening,1,High,Slightly Delayed,Weekday,Positive,0.8500000000000001,12.935566,77.585194
1008820,854,3881,50.0,4.8,20,58,78,9,11.43,21,Night,1,High,Slightly Delayed,Weekday,Positive,0.95,12.870968,77.564731
1008821,872,4439,237.8,4.9,17,24,41,-9,7.27,19,Evening,1,Low,Early,Weekday,Positive,0.975,13.098201,77.724092
1008822,944,2082,375.0,4.9,39,93,132,43,11.64,23,Night,0,Jam,Heavily Delayed,Weekday,Positive,0.975,12.881796,77.520247
1008823,438,4859,399.0,4.2,28,16,44,-5,4.25,9,Morning,0,Low,On Time,Weekday,Positive,0.8,12.868087,77.623283
1008824,288,2624,159.0,4.8,27,34,61,3,6.87,22,Night,0,Medium,On Time,Weekend,Positive,0.95,13.069633,77.558294
1008825,804,3204,91.0,4.8,17,18,35,-8,5.45,10,Morning,0,Low,Early,Weekend,Positive,0.95,12.925459,77.648921
1008826,116,3255,230.0,4.1,25,20,45,-2,4.49,22,Night,0,Low,On Time,Weekday,Positive,0.7749999999999999,13.012574,77.619369
1008827,532,2624,379.0,4.6,35,24,59,-2,5.4,12,Afternoon,0,Medium,On Time,Weekday,Positive,0.8999999999999999,12.932251,77.727193
1008828,458,1235,389.0,4.5,30,35,65,9,5.52,20,Night,1,High,Slightly Delayed,Weekday,Positive,0.875,12.947864,77.480484
1008829,201,4845,100.0,5.0,16,76,92,15,14.38,23,Night,0,High,Slightly Delayed,Weekday,Positive,1.0,12.915528,77.516192
1008830,573,4690,189.0,4.4,11,46,57,8,8.47,23,Night,0,High,Slightly Delayed,Weekday,Positive,0.8500000000000001,12.935761,77.679904
1008831,185,3255,119.0,4.5,30,43,73,9,7.47,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.875,12.952675,77.560636
1008832,905,789,59.0,4.1,13,62,75,26,8.05,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.7749999999999999,13.030104,77.499735
1008833,664,4151,145.0,3.2,35,93,128,30,14.95,21,Night,1,High,Heavily Delayed,Weekday,Neutral,0.55,12.977884,77.600996
1008834,414,3804,340.0,4.2,30,58,88,14,10.15,15,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.8,13.085891,77.645643
1008835,53,4757,408.0,4.8,20,89,109,42,10.85,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.95,12.86047,77.463448
1008836,202,4899,300.0,4.5,21,32,53,6,5.39,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.875,12.975767,77.537487
1008837,321,3804,415.23,4.0,21,26,47,-8,7.6,19,Evening,1,Low,Early,Weekday,Positive,0.75,12.996056,77.692827
1008838,238,3255,715.68,4.6,37,15,52,-3,3.58,18,Evening,0,Medium,On Time,Weekend,Positive,0.8999999999999999,13.080049,77.606073
1008839,654,4709,250.0,4.8,23,85,108,39,10.59,22,Night,0,Jam,Heavily Delayed,Weekday,Positive,0.95,12.86229,77.460614
1008840,653,4465,139.0,4.0,29,47,76,20,5.82,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.75,12.993375,77.534585
1008841,415,3804,157.0,3.8,38,61,99,12,11.48,22,Night,0,High,Slightly Delayed,Weekday,Neutral,0.7,13.063407,77.641742
1008842,816,3804,19.04,4.4,19,21,40,1,3.98,22,Night,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.910482,77.509808
1008843,270,3804,118.0,4.5,36,36,72,6,6.65,21,Night,1,High,Slightly Delayed,Weekday,Positive,0.875,13.069073,77.698217
1008844,859,4266,180.0,4.7,42,28,70,-6,7.6,13,Afternoon,1,Low,Early,Weekday,Positive,0.925,12.854761,77.652973
1008845,15,3255,299.0,4.1,26,17,43,0,3.33,12,Afternoon,0,Medium,On Time,Weekend,Positive,0.7749999999999999,13.033114,77.591414
1008846,494,4418,289.0,4.7,35,13,48,1,1.97,8,Morning,0,Medium,On Time,Weekday,Positive,0.925,13.083278,77.724687
1008847,486,1924,199.0,3.9,17,23,40,-3,5.44,13,Afternoon,1,Medium,On Time,Weekday,Neutral,0.725,13.014299,77.56754
1008848,523,1659,159.0,4.0,15,49,64,11,8.63,16,Evening,0,High,Slightly Delayed,Weekday,Positive,0.75,12.959757,77.520522
1008849,89,4940,49.0,4.9,41,53,94,9,10.14,16,Evening,0,High,Slightly Delayed,Weekend,Positive,0.975,12.86122,77.648421
1008850,81,789,28.5,5.0,15,40,55,8,6.95,16,Evening,0,High,Slightly Delayed,Weekday,Positive,1.0,13.080028,77.621989
1008851,276,3804,315.0,4.2,37,36,73,0,8.0,16,Evening,0,Medium,On Time,Weekday,Positive,0.8,12.967574,77.550574
1008852,244,3804,243.0,4.8,27,34,61,-4,8.6,10,Morning,0,Medium,On Time,Weekday,Positive,0.95,12.857249,77.553099
1008853,575,4794,108.0,4.2,15,36,51,0,8.17,9,Morning,0,Medium,On Time,Weekend,Positive,0.8,13.022455,77.569463
1008854,884,3056,144.0,3.5,19,13,32,0,2.26,11,Afternoon,0,Low,On Time,Weekday,Neutral,0.625,12.970459,77.537342
1008855,928,4266,210.0,3.8,22,30,52,-1,6.67,20,Night,1,Medium,On Time,Weekday,Neutral,0.7,12.881086,77.663072
1008856,234,3391,66.0,3.7,23,13,36,-7,3.86,14,Afternoon,1,Low,Early,Weekend,Neutral,0.675,12.903568,77.645408
1008857,339,4349,110.0,3.5,42,37,79,-1,8.47,16,Evening,0,Medium,On Time,Weekday,Neutral,0.625,12.866123,77.582233
1008858,280,3804,241.9,4.5,41,87,128,37,11.61,13,Afternoon,1,Jam,Heavily Delayed,Weekday,Positive,0.875,12.993573,77.569356
1008859,722,3399,299.0,3.6,26,73,99,33,9.11,21,Night,1,Jam,Heavily Delayed,Weekend,Neutral,0.65,13.005507,77.559515
1008860,975,3811,154.0,4.3,26,22,48,1,4.11,12,Afternoon,0,Medium,On Time,Weekday,Positive,0.825,12.976436,77.53504
1008861,709,4064,99.0,4.7,10,15,25,-5,3.91,22,Night,0,Low,On Time,Weekday,Positive,0.925,13.054276,77.475709
1008862,270,1359,259.0,3.9,10,10,20,0,1.52,13,Afternoon,1,Medium,On Time,Weekday,Neutral,0.725,13.065252,77.530461
1008863,11,4757,779.14,3.7,33,34,67,2,6.97,21,Night,1,Medium,On Time,Weekday,Neutral,0.675,13.003906,77.54636
1008864,618,4944,169.0,4.8,29,61,90,29,7.06,8,Morning,0,Jam,Heavily Delayed,Weekday,Positive,0.95,12.853189,77.614305
1008865,825,3056,250.0,4.2,20,23,43,2,4.31,21,Night,1,Medium,On Time,Weekday,Positive,0.8,13.023807,77.682137
1008866,736,4860,440.0,4.3,34,62,96,12,11.7,19,Evening,1,High,Slightly Delayed,Weekend,Positive,0.825,12.9545,77.568711
1008867,818,2624,319.0,2.8,35,45,80,16,6.41,13,Afternoon,1,Medium,Heavily Delayed,Weekday,Negative,0.4499999999999999,12.991389,77.733427
1008868,16,4851,20.0,4.1,44,59,103,14,10.37,9,Morning,0,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,13.01227,77.698205
1008869,648,4114,651.0,4.8,37,44,81,1,9.96,8,Morning,0,Medium,On Time,Weekend,Positive,0.95,12.937559,77.745441
1008870,905,3856,344.0,3.6,27,42,69,1,9.47,19,Evening,1,Medium,On Time,Weekend,Neutral,0.65,13.079275,77.712861
1008871,380,4702,315.0,3.6,19,109,128,51,13.71,17,Evening,0,Jam,Heavily Delayed,Weekend,Neutral,0.65,12.883494,77.635018
1008872,489,2278,329.0,4.4,35,10,45,1,1.22,23,Night,0,Low,On Time,Weekday,Positive,0.8500000000000001,13.017878,77.629544
1008873,245,4422,70.0,4.0,27,12,39,0,1.95,19,Evening,1,Medium,On Time,Weekday,Positive,0.75,12.85109,77.488858
1008874,276,3804,122.0,4.4,43,86,129,38,11.11,11,Afternoon,0,Jam,Heavily Delayed,Weekend,Positive,0.8500000000000001,13.081163,77.66672
1008875,924,3070,70.0,4.3,30,29,59,1,5.95,12,Afternoon,0,Medium,On Time,Weekday,Positive,0.825,12.878126,77.630062
1008876,409,3056,399.0,4.3,37,61,98,-1,14.81,8,Morning,0,Medium,On Time,Weekend,Positive,0.825,12.873721,77.60208
1008877,4,3857,359.0,4.6,26,31,57,11,4.03,18,Evening,0,High,Slightly Delayed,Weekend,Positive,0.8999999999999999,12.933252,77.657986
1008878,503,3351,308.0,4.7,18,17,35,-1,3.57,10,Morning,0,Low,On Time,Weekend,Positive,0.925,12.943392,77.583214
1008879,855,789,20.0,4.5,32,30,62,-11,9.24,23,Night,0,Low,Early,Weekday,Positive,0.875,12.903575,77.607158
1008880,23,4757,209.0,5.0,34,31,65,7,4.91,21,Night,1,High,Slightly Delayed,Weekday,Positive,1.0,12.99628,77.569506
1008881,654,3215,140.0,2.2,35,34,69,7,5.77,16,Evening,0,Medium,Slightly Delayed,Weekday,Negative,0.3,12.960729,77.665211
1008882,32,3804,243.8,3.4,31,86,117,27,13.89,22,Night,0,High,Heavily Delayed,Weekday,Neutral,0.6,12.858544,77.712983
1008883,234,3326,239.0,5.0,27,10,37,0,1.37,19,Evening,1,Low,On Time,Weekend,Positive,1.0,12.929913,77.702253
1008884,140,4915,339.0,4.5,10,64,74,27,8.44,16,Evening,0,Jam,Heavily Delayed,Weekend,Positive,0.875,13.052608,77.685808
1008885,92,3056,209.0,4.4,23,32,55,5,5.69,23,Night,0,High,On Time,Weekday,Positive,0.8500000000000001,13.022425,77.454136
1008886,130,3056,129.0,3.8,38,32,70,5,5.84,16,Evening,0,High,On Time,Weekday,Neutral,0.7,13.031218,77.723564
1008887,263,3619,100.0,4.2,24,13,37,-9,4.47,9,Morning,0,Low,Early,Weekday,Positive,0.8,13.024529,77.532463
1008888,871,4834,195.0,4.8,24,12,36,-4,2.89,21,Night,1,Low,On Time,Weekend,Positive,0.95,12.927743,77.716392
1008889,476,3528,550.0,5.0,26,12,38,2,1.48,21,Night,1,High,On Time,Weekend,Positive,1.0,12.874916,77.50909
1008890,986,3627,380.0,5.0,26,113,139,51,14.83,17,Evening,0,Jam,Heavily Delayed,Weekday,Positive,1.0,12.918117,77.581894
1008891,642,1849,849.0,5.0,36,59,95,15,10.25,15,Afternoon,0,High,Slightly Delayed,Weekend,Positive,1.0,13.057946,77.67482
1008892,987,1924,129.0,4.8,40,94,134,43,11.88,16,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.95,13.095118,77.642084
1008893,883,4050,175.0,4.1,25,14,39,2,1.91,20,Night,1,High,On Time,Weekday,Positive,0.7749999999999999,12.973462,77.574777
1008894,912,2082,139.0,4.7,10,10,20,1,1.21,14,Afternoon,1,Medium,On Time,Weekday,Positive,0.925,12.852425,77.653587
1008895,396,3804,68.0,4.6,24,76,100,35,9.4,23,Night,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.885011,77.614685
1008896,249,3804,599.0,4.9,15,48,63,0,11.13,20,Night,1,Medium,On Time,Weekday,Positive,0.975,12.93052,77.532721
1008897,829,2472,235.0,4.8,41,41,82,11,6.53,17,Evening,0,High,Slightly Delayed,Weekday,Positive,0.95,12.994646,77.643899
1008898,754,4477,199.0,4.8,25,25,50,-5,6.43,13,Afternoon,1,Medium,On Time,Weekend,Positive,0.95,12.868773,77.511274
1008899,823,3565,90.0,4.1,15,38,53,9,6.38,15,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,13.085839,77.658196
1008900,167,3804,158.0,4.6,20,20,40,3,3.14,14,Afternoon,1,High,On Time,Weekday,Positive,0.8999999999999999,12.941271,77.450933
1008901,170,2224,45.0,4.4,20,66,86,16,11.55,22,Night,0,High,Heavily Delayed,Weekday,Positive,0.8500000000000001,13.078146,77.614632
1008902,205,4035,354.0,4.8,34,21,55,1,4.01,21,Night,1,Medium,On Time,Weekend,Positive,0.95,13.04513,77.57032
